"Path","Title"
"/conversations/negt/film/2124","Napoleon Advancing on Madrid"
"/conversations/negt/film/2125","Man, a Predator"
"/conversations/negt/film/2126","What does Nothing Mean?"
"/conversations/negt/film/2127","Roman Cruelty"
"/conversations/negt/film/2128","The Fundamental Issues of War"
"/conversations/negt/film/2129","What Does Enlightenment Mean?"
"/conversations/negt/film/2130","The Secret of Immanuel Kant"
"/conversations/negt/film/2131","The Vitality of Serenity"
"/conversations/negt/film/2132","What Does Revolution Mean?"
"/conversations/negt/film/2133","The City Principle"
"/conversations/negt/film/2134","Immanuel Kant and the SPD Convention"
"/conversations/negt/film/2135","How Much Earth Does Mankind Need?"
"/conversations/negt/film/2136","In the Jungle of Casus Belli"
"/conversations/negt/film/2137","Metamorphoses of Violence"
"/conversations/negt/film/2138","Why War?"
"/conversations/negt/film/2139","Direct Democracy"
