"Path","Title"
"/conversations/mueller/film/1934/segment/2049","The last meeting in person and Müller’s plans to remake the myth of the Atridae"
"/conversations/mueller/film/1934/segment/2050","Temporality in music – slowing down and fast forward"
"/conversations/mueller/film/1934/segment/2051","Material and form – ""Give us a form, and we’ll find the material."""
"/conversations/mueller/film/1934/segment/2052","What’s left of music in the next century – Palestrina as half time and new formats of composition"
"/conversations/mueller/film/1934/segment/2053","The impossibility of composing the Fall of Troy, and the chance of a clean slate"
"/conversations/mueller/film/1935/segment/2054","Heiner Müller’s funeral – “Everyone warmed each other.”"
"/conversations/mueller/film/1935/segment/2055","About the cooperation between Heiner Müller and Erich Wonder – Heiner Müller is “not a professional stage director.”"
"/conversations/mueller/film/1935/segment/2056","“The Mission” – swinging concert grands, natural disasters, and live big cats"
"/conversations/mueller/film/1935/segment/2057","""Hamlet""/""Hamletmachine"" - ""I disrupted the theater"""
"/conversations/mueller/film/1935/segment/2058","Heiner Müller and the “last scenes”"
"/conversations/mueller/film/1935/segment/2059","Heiner Müller’s character during production – The ability to wait"
"/conversations/mueller/film/1936/segment/2081","On a city and its renaming: St. Petersburg"
"/conversations/mueller/film/1936/segment/2082","About Granin’s time as commander of a tank division"
"/conversations/mueller/film/1936/segment/2083","Why Granin was important -  “He was something like a moral authority”"
"/conversations/mueller/film/1936/segment/2084","The beginning of war – “You cannot fight against proletarians”"
"/conversations/mueller/film/1936/segment/2085","The exceptional situation in Leningrad"
"/conversations/mueller/film/1936/segment/2086","New Year’s during the war"
"/conversations/mueller/film/1938/segment/1986","Portrait of Jan Hoet, director of the Documenta in Kassel"
"/conversations/mueller/film/1938/segment/1987","Trip into the unknown: Jan Hoet as art detective in Africa"
"/conversations/mueller/film/1938/segment/1988","African and Western culture: Colonial history and mutual understanding"
"/conversations/mueller/film/1938/segment/1989","As art detective in Africa and Tokyo"
"/conversations/mueller/film/1938/segment/1990","Is there an art of warfare?"
"/conversations/mueller/film/1938/segment/1991","The crisis of the visual arts / Reflection on the staged images of the gulf war / What are the fundamental laws of art?"
"/conversations/mueller/film/1938/segment/1992","As art detective in New York"
"/conversations/mueller/film/1939/segment/2016","Heiner Müller about Carl Schmitt / The Russian Revolution and the influence of Western ideology"
"/conversations/mueller/film/1939/segment/2017","What is life? On administrated existence and empty time"
"/conversations/mueller/film/1939/segment/2018","Wastage of Humans / Müller's ""Mauser“ (1970)"
"/conversations/mueller/film/1939/segment/2019","Mechanization of killing"
"/conversations/mueller/film/1939/segment/2020","Look back at 1990"
"/conversations/mueller/film/1941/segment/2008","Tiberius' death"
"/conversations/mueller/film/1941/segment/2009","Senate in session: Hannibal before the gates of Rome"
"/conversations/mueller/film/1941/segment/2010","The style of Tacitus' historiography / Objectivity and cruelty: Examples of Roman military strategy and legal order"
"/conversations/mueller/film/1941/segment/2011","The rigor of the Roman res publica"
"/conversations/mueller/film/1941/segment/2012","About the pronunciation of Latin words"
"/conversations/mueller/film/1941/segment/2013","In the ruins of Roman virtue: Caesar’s murder"
"/conversations/mueller/film/1941/segment/2014","Modernity in Cornelius Tacitus’ texts"
